"REQ_1";"REQ_2";"REQ_3";"REQ_4";"REQ_5";"REQ_6";"REQ_7";"REQ_8";"REQ_9";"REQ_10";"DEV_1";"DEV_2";"DEV_3";"DEV_4";"DEV_5";"DEV_6";"DEV_7";"DEV_8";"DEV_9";"DEV_10";"DESC_1";"DESC_2";"DESC_3";"DESC_4";"DESC_5";"DESC_6";"DESC_7";"DESC_8";"DESC_9";"DESC_10";"REQ_vs_DEV_1";"REQ_vs_DEV_2";"REQ_vs_DEV_3";"REQ_vs_DEV_4";"REQ_vs_DEV_5";"REQ_vs_DEV_6";"REQ_vs_DEV_7";"REQ_vs_DEV_8";"REQ_vs_DEV_9";"REQ_vs_DEV_10";"REQ_vs_DESC_1";"REQ_vs_DESC_2";"REQ_vs_DESC_3";"REQ_vs_DESC_4";"REQ_vs_DESC_5";"REQ_vs_DESC_6";"REQ_vs_DESC_7";"REQ_vs_DESC_8";"REQ_vs_DESC_9";"REQ_vs_DESC_10";"DEV_vs_DESC_1";"DEV_vs_DESC_2";"DEV_vs_DESC_3";"DEV_vs_DESC_4";"DEV_vs_DESC_5";"DEV_vs_DESC_6";"DEV_vs_DESC_7";"DEV_vs_DESC_8";"DEV_vs_DESC_9";"DEV_vs_DESC_10";"gt"
0.12396849824327;0.191426823730049;0.181834632206812;0.120800755337285;0.0925151505336445;0.0731427157380772;0.0609232516054272;0.0592606358680529;0.0572312819240419;0.0138650317796655;0.0303954848539943;0.0538553160363435;0.0833409173868196;0.121891138664603;0.1532651994358;0.160126074277099;0.1410306366239;0.105982668096144;0.0700437964393659;0.0425465182670246;0.0883108051948052;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.101297688311688;0.0147499339205846;0.0201916423174407;0.00966240081185294;0.000662732478452113;0.00371860687865546;0.00867088282938201;0.00854911463261338;0.00334884265431965;0.000354360537491942;0.00123399140259631;0.00186281251457375;0.00688868092319242;0.00574470329994634;0.000624130262403156;0.000160594365076705;0.00134143591501097;0.00258575613493179;0.0026954485649381;0.00290076828210992;0.0065838664025057;0.00752850756539505;0.0037287194684667;0.000494946295210693;0.000520869861913346;0.00245651571889061;0.00311646115391117;0.00152582545848354;0.000152729159370233;0.00142805984737237;0.00578598351123956;1
0.150062947927577;0.196088052530088;0.167316920379881;0.121105432040034;0.0948621244738178;0.0680106826295318;0.0519523114724363;0.0545072062663342;0.0343001643290984;0.0103766657543847;0;0;0.024088691699387;0.0719172968500196;0.137999514180088;0.192246734763541;0.196533273919619;0.167345415053981;0.128481525522953;0.0737955278624732;0;0;0;0;0;0;0;0;0.999072356215213;0;0;0.00705926806807481;0.0317399378615622;0.00417773694300764;0.00264265106607422;0.0148611422136805;0.0218182796797131;0.0156649123668371;0.0154126048839737;0.0137290307255382;0;0;0;0;0;0;0;0;0.330110802461463;0;0;0;0;0;0;0;0;0;0.296159933415842;0;0
0.099255887751735;0.137898740235649;0.148462172710084;0.131308742888708;0.110022318135618;0.0925408715030487;0.0782407113412883;0.0605331611491363;0.0481096154767748;0.0319859642129292;0;0.0371861780928965;0.0810559644346923;0.0894868599148617;0.0914755889030243;0.104820259394323;0.132484169663883;0.14138232462532;0.139624496156674;0.124580754843618;0;0.0324121803353903;0.163716685123712;0.197114187162065;0.195333105348459;0.182936042641805;0.140064736386683;0.0794214632594906;0.00898869335244268;0;0;0.0160116184746287;0.00503591388777458;0.00183278711721057;0.000409668671996207;0.000383434805393313;0.00367787196114913;0.00813992354201774;0.0112265781280179;0.0144235059543036;0;0.00273390228514567;0.000592850436736393;0.00346538700708943;0.00625215283512514;0.00757654452503415;0.00445762402439048;0.000690239161475843;0.000824678177925085;0;0;0.00084725002329864;0.00714587376640009;0.00995172350937933;0.00967276470032655;0.00547638560210744;0.000481960436147144;0.00494337708156256;0.00616668305993704;0;6
0.0501405982631484;0.0875058547996946;0.117115127302291;0.130530099149311;0.127945563288876;0.114891390896512;0.0990010279491704;0.0883618010968946;0.0783141511538368;0.0590953214351652;0.00158163669095616;0.0105827873611612;0.017995237927931;0.0280491154362965;0.0732257476655375;0.153627972769412;0.198553424572344;0.183253547224832;0.212716761499905;0.115220022450016;0;0;0;0;0.0156870042600177;0.0695624076634137;0.112014938287117;0.0824694245716023;0.134276989653633;0.315851348518333;0.00569283294793657;0.0167481731446106;0.020049690737752;0.0170452735911994;0.00462313962549058;0.00214265474175586;0.00843607912653639;0.00858881777650292;0.0151994438575723;0.00499684155115611;0;0;0;0;0.0134730225456565;0.0039053702142895;0.000192924172946824;0.000172008262829704;0.00557142915543337;0.0495823031724538;0;0;0;0;0.00619309379451858;0.00807019426218688;0.00631338300547669;0.0101540931647428;0.00675692866777817;0.0300435785111355;8
0.0132160078515745;0.0510115617121194;0.141601368995704;0.238264814760811;0.238412158881842;0.150486240859667;0.0701528390009982;0.0397341873543196;0.0325201731896944;0.0203569356431779;0;0;0.0433581209838437;0.146216393920878;0.155510418877736;0.158282058989643;0.189826858838681;0.166147895728012;0.0986445663462704;0.0417635326842615;0;0;0;0;0;0;0;0.0473961193128227;0.0981116356344592;0.50921362552687;0;0;0.00810791870176403;0.00553483624923027;0.00452629591579616;0.00131018100906433;0.0142629368470149;0.0204818810789951;0.00932600952630513;0.0019851432811654;0;0;0;0;0;0;0;0.00860690502556867;0.0184290837659679;0.160652607508465;0;0;0;0;0;0;0;0.00138713386337515;0.0143335161321447;0.15185847060262;1
0.107781172738817;0.115561455274324;0.110165247315392;0.231344765464189;0.164820949250019;0.0291991146240118;0.0288965409650107;0.0846576009658215;0.0512920172229311;0.0436882160354739;0.01043900320575;0.0425216044007914;0.0366811791901128;0.0593013206540962;0.130004997801069;0.075284385698593;0.0190757455932324;0.0656340378044206;0.183805318175419;0.290670705839919;0;0;0;0.678250219397643;0.320814326907315;0;0;0;0;0;0.0134427709330209;0.00835871845490002;0.0101382608230623;0.0278297502061186;0.00453110178942881;0.00499583268692847;0.00101052425751579;0.0011358168038588;0.0227742590748771;0.0513781381348793;0;0;0;0.184738403656684;0.080220820637462;0;0;0;0;0;0;0;0;0.212074198656746;0.0923211334993836;0;0;0;0;0;2
0.111208253903566;0.189733214904938;0.197731545688079;0.150715270823702;0.0929952844604801;0.0609086469825614;0.0496760562554855;0.0439851892562497;0.0386834396377451;0.0269510607981296;0.00528839491202305;0.0365136334301421;0.0730243113944421;0.110149601339437;0.13930001429478;0.155685503668469;0.156045452336659;0.139922240839363;0.107397667481047;0.0610148899553354;0;0;0;0;0.000148610329936232;0.152924421173521;0.169031366471921;0.186239063872418;0.303410337762792;0.188111841739952;0.0157790878714469;0.0275316465490675;0.0153691973020942;0.00219438089970569;0.00270139719801177;0.0106557764166102;0.0145198889845266;0.0123745750362014;0.00819550615525966;0.00350706078147274;0;0;0;0;0.000377898306765739;0.0107475495921631;0.0179336536273538;0.0241182619728736;0.0583270538083667;0.0331250051786527;0;0;0;0;0.00172158452055883;0.00105269440297851;0.000260290616131156;0.00276976322085361;0.0252326288058748;0.0162836748803667;3
0.0602465929951768;0.101873967167195;0.14054790985021;0.161860434873962;0.156400261455778;0.127425825734834;0.0885294465769512;0.058555134672884;0.0394587768407874;0.0259970331906246;0.0322570433657717;0.0647103842753419;0.0943120586057448;0.111090652326453;0.115149502084183;0.119186757573339;0.125505712343266;0.122832173487375;0.104654865492943;0.072832101867668;0.0903216774193548;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.101074258064516;0.00261714078331346;0.00206747152124912;0.00234782081971952;0.00237677091467374;0.00159801304544182;0.000208214665739263;0.00168105693094579;0.00596398273258431;0.00730023159619916;0.00590918316520225;0.00177051365496049;0.0001752498814852;0.00166658387584612;0.00349887182903905;0.00296519792509032;0.000808741133120683;0.000361326001731376;0.00295153327771943;0.00727894295833993;0.0108870223851444;0.00745699603555839;0.0023460316918746;0.000133932979098271;0.000114230977897008;0.000214210723815543;0.000371931897213648;0.000650825403612398;0.000496715446618116;7.69235353421103e-05;0.00102520859611241;0
0.0948535518568945;0.116351995313053;0.11988029563526;0.119034081035238;0.0995852488113855;0.0694181792893469;0.0617899066342019;0.0753342017497073;0.0889723603867375;0.0730423705413129;0.0453481795486997;0.0730356256706633;0.112677336887185;0.150216436461108;0.163153129241121;0.14263736864701;0.102114071663117;0.0686777531917163;0.0503046063668081;0.0360669019247346;0.0167945628934222;0.0201457189666923;0.0247080844867034;0.0309260723852267;0.0410071830128715;0.058709809926541;0.0772409272842161;0.103440605104789;0.124905980002833;0.136325002423109;0.00432334321461792;0.00260135263463051;0.000235483068205725;0.000904209134511228;0.00397337521572089;0.00609661568203662;0.00283526307968997;0.000290142287908868;0.00273842552147768;0.0033694258725698;0.0156924536983596;0.0188125749273046;0.0168392543722159;0.0136919154603538;0.00621738757906977;0.000608224606776489;0.000544801389546672;0.00103524310149183;0.00152011881362592;0.00535270496410971;0.00389123417575319;0.00842843619958366;0.0156458221673569;0.0212019988709677;0.0193624657019674;0.0095115135211575;0.0011355860777167;0.00195683442904878;0.00817875810970169;0.016099066958421;5
0.0567352872850612;0.0947111395699288;0.140744686405181;0.159812923329324;0.131970557774083;0.0998825143781562;0.097801114645485;0.0983512140027289;0.0686439743791754;0.0198326288435055;0.00433746800462255;0.0470019255270985;0.0747626665050345;0.083158553469885;0.099473329942662;0.138793790775849;0.177693124797117;0.175502996338846;0.126303246184172;0.0618585141738206;0;0.00704263885119249;0.262714020601669;0.16357730684251;0.0265723096016288;0.130426525965145;0.286729577237741;0.122919471421003;0;0;0.00401146499275094;0.00464556694308204;0.00521264715177574;0.00629690884786619;0.00148603813110235;0.00201241756973959;0.00602419767444415;0.00546165004709121;0.00499675058256706;0.00416745729898658;0;0.000435668606597678;0.0093632208878963;0.00350029159748934;0.0189831713952611;0.00513438303319687;0.0238929821630248;0.00445534325055855;0;0;0;0.000189842437482643;0.0267865974129878;0.00923133977868498;0.0114628602813857;0.00285150634745705;0.00659484528389757;0.00459840289592402;0;0;2
